Id,created_at,cleaned_text,type,aspect
60,Tue Jan 07 14:50:53 +0000 2025,those who talk shit about muslims at least they dont drink cow urine like lindus muslim countries where islamic rule prevails are the safest like dubai suadi arab qatar malaysia turkey indonesia iran etc etc and if we talk about india where daily rape happens,Directly Hostile Terms,National Identity
61,Wed Jan 08 07:44:48 +0000 2025,exactly just look at dubai qatar suadi arab malaysia indonesia turkey iran iraq these are are muslim countries just look how they are suffering they are the most unpeaceful countries where non muslims cant even exsist the most safest country is a muslim country lol,Directly Hostile Terms,Islamic Identity
61,Wed Jan 08 07:44:48 +0000 2025,exactly just look at dubai qatar suadi arab malaysia indonesia turkey iran iraq these are are muslim countries just look how they are suffering they are the most unpeaceful countries where non muslims cant even exsist the most safest country is a muslim country lol,Directly Hostile Terms,Race
61,Wed Jan 08 07:44:48 +0000 2025,exactly just look at dubai qatar suadi arab malaysia indonesia turkey iran iraq these are are muslim countries just look how they are suffering they are the most unpeaceful countries where non muslims cant even exsist the most safest country is a muslim country lol,Directly Hostile Terms,National Identity
61,Wed Jan 08 07:44:48 +0000 2025,exactly just look at dubai qatar suadi arab malaysia indonesia turkey iran iraq these are are muslim countries just look how they are suffering they are the most unpeaceful countries where non muslims cant even exsist the most safest country is a muslim country lol,Directly Hostile Terms,Social Issues
62,Mon Mar 17 05:51:21 +0000 2025,they repeatedly assert that islamic regulations apply solely to muslims and have no bearing on nonmuslims urging nonmuslims to refrain from commenting since it s not their concern and to remain silent on any islamic matter now you know what that means malaysia,Cultural Resistance to Islamization,Islamic Identity
62,Mon Mar 17 05:51:21 +0000 2025,they repeatedly assert that islamic regulations apply solely to muslims and have no bearing on nonmuslims urging nonmuslims to refrain from commenting since it s not their concern and to remain silent on any islamic matter now you know what that means malaysia,Cultural Resistance to Islamization,Race
62,Mon Mar 17 05:51:21 +0000 2025,they repeatedly assert that islamic regulations apply solely to muslims and have no bearing on nonmuslims urging nonmuslims to refrain from commenting since it s not their concern and to remain silent on any islamic matter now you know what that means malaysia,Cultural Resistance to Islamization,National Identity
63,Sun Mar 09 13:29:25 +0000 2025,when i was in malaysia i couldn t shake the feeling that something was off the billboards proudly proclaimed malaysia truly asia but all i saw were niqabs halal food and an entire culture bending over backwards to gulf tourists have you noticed similar cultural shifts,Cultural Resistance to Islamization,Islamic Identity
63,Sun Mar 09 13:29:25 +0000 2025,when i was in malaysia i couldn t shake the feeling that something was off the billboards proudly proclaimed malaysia truly asia but all i saw were niqabs halal food and an entire culture bending over backwards to gulf tourists have you noticed similar cultural shifts,Cultural Resistance to Islamization,Race
63,Sun Mar 09 13:29:25 +0000 2025,when i was in malaysia i couldn t shake the feeling that something was off the billboards proudly proclaimed malaysia truly asia but all i saw were niqabs halal food and an entire culture bending over backwards to gulf tourists have you noticed similar cultural shifts,Cultural Resistance to Islamization,National Identity
64,Tue Mar 04 13:03:27 +0000 2025,india is secular only because its hindu majority country  k k muhammed why only hindus are playing this fake secularism,Religious Supremacy,Secularism
64,Tue Mar 04 13:03:27 +0000 2025,india is secular only because its hindu majority country  k k muhammed why only hindus are playing this fake secularism,Religious Supremacy,Race
65,Sun Mar 30 07:09:09 +0000 2025,india is secular only because it is a hindu majority country this is the greatness of hinduism if rama and krishna are not your itihasa purusha your national heroes you are not a perfect muslim  dr kk muhammed suspended for discovering that a temple once stood under babri,Religious Supremacy,Islamic Identity
65,Sun Mar 30 07:09:09 +0000 2025,india is secular only because it is a hindu majority country this is the greatness of hinduism if rama and krishna are not your itihasa purusha your national heroes you are not a perfect muslim  dr kk muhammed suspended for discovering that a temple once stood under babri,Religious Supremacy,Secularism
65,Sun Mar 30 07:09:09 +0000 2025,india is secular only because it is a hindu majority country this is the greatness of hinduism if rama and krishna are not your itihasa purusha your national heroes you are not a perfect muslim  dr kk muhammed suspended for discovering that a temple once stood under babri,Religious Supremacy,Race
66,Sat Feb 08 12:35:51 +0000 2025,in malaysia you can be born into a religion you can be punished for leaving it you can t legally change your faith you can t question religious authorities and then people wonder why some run for the door,Cultural Resistance to Islamization,Religious Beliefs
66,Sat Feb 08 12:35:51 +0000 2025,in malaysia you can be born into a religion you can be punished for leaving it you can t legally change your faith you can t question religious authorities and then people wonder why some run for the door,Cultural Resistance to Islamization,Race
66,Sat Feb 08 12:35:51 +0000 2025,in malaysia you can be born into a religion you can be punished for leaving it you can t legally change your faith you can t question religious authorities and then people wonder why some run for the door,Cultural Resistance to Islamization,National Identity
67,Wed Feb 12 00:01:50 +0000 2025,but muh malaysia is the midwits reply to muslim blackpillers the average person knows nothing about malaysia the pagan chinese carry the country malay muslims required affirmative action zakir naik offended chinese sensibilities calling them guests of muslims and he,Directly Hostile Terms,Islamic Identity
67,Wed Feb 12 00:01:50 +0000 2025,but muh malaysia is the midwits reply to muslim blackpillers the average person knows nothing about malaysia the pagan chinese carry the country malay muslims required affirmative action zakir naik offended chinese sensibilities calling them guests of muslims and he,Directly Hostile Terms,Race
67,Wed Feb 12 00:01:50 +0000 2025,but muh malaysia is the midwits reply to muslim blackpillers the average person knows nothing about malaysia the pagan chinese carry the country malay muslims required affirmative action zakir naik offended chinese sensibilities calling them guests of muslims and he,Directly Hostile Terms,National Identity
68,Fri Mar 21 03:35:17 +0000 2025,malaysia to destroy old hindu mandir to build a new mosque in capital kuala lumpur malaysian pm anwar ibrahim is going to attend the groundbreaking ceremony later this month for the new mosque masjid madani that will be built after destroying the th century hindu mandir,Fear-Mongering & Conspiracy,Islamic Identity
68,Fri Mar 21 03:35:17 +0000 2025,malaysia to destroy old hindu mandir to build a new mosque in capital kuala lumpur malaysian pm anwar ibrahim is going to attend the groundbreaking ceremony later this month for the new mosque masjid madani that will be built after destroying the th century hindu mandir,Fear-Mongering & Conspiracy,Race
68,Fri Mar 21 03:35:17 +0000 2025,malaysia to destroy old hindu mandir to build a new mosque in capital kuala lumpur malaysian pm anwar ibrahim is going to attend the groundbreaking ceremony later this month for the new mosque masjid madani that will be built after destroying the th century hindu mandir,Fear-Mongering & Conspiracy,National Identity
68,Fri Mar 21 03:35:17 +0000 2025,malaysia to destroy old hindu mandir to build a new mosque in capital kuala lumpur malaysian pm anwar ibrahim is going to attend the groundbreaking ceremony later this month for the new mosque masjid madani that will be built after destroying the th century hindu mandir,Fear-Mongering & Conspiracy,Politics
69,Tue Mar 25 14:16:41 +0000 2025,a yearold hindu temple in malaysia faces demolition threat to make way for a mosque story of every temple since  ce,Fear-Mongering & Conspiracy,Islamic Identity
69,Tue Mar 25 14:16:41 +0000 2025,a yearold hindu temple in malaysia faces demolition threat to make way for a mosque story of every temple since  ce,Fear-Mongering & Conspiracy,Race
69,Tue Mar 25 14:16:41 +0000 2025,a yearold hindu temple in malaysia faces demolition threat to make way for a mosque story of every temple since  ce,Fear-Mongering & Conspiracy,National Identity
69,Tue Mar 25 14:16:41 +0000 2025,a yearold hindu temple in malaysia faces demolition threat to make way for a mosque story of every temple since  ce,Fear-Mongering & Conspiracy,Violence
70,Sat Mar 01 11:59:52 +0000 2025,usual scene in malaysia hey this is my land your mosquechurchtemple was built illegally here please relocate others in malaysia concur malaysian hindutvas riots kills civil servants demand gov to compensate them for their illegally built temples,Directly Hostile Terms,Islamic Identity
70,Sat Mar 01 11:59:52 +0000 2025,usual scene in malaysia hey this is my land your mosquechurchtemple was built illegally here please relocate others in malaysia concur malaysian hindutvas riots kills civil servants demand gov to compensate them for their illegally built temples,Directly Hostile Terms,Race
70,Sat Mar 01 11:59:52 +0000 2025,usual scene in malaysia hey this is my land your mosquechurchtemple was built illegally here please relocate others in malaysia concur malaysian hindutvas riots kills civil servants demand gov to compensate them for their illegally built temples,Directly Hostile Terms,National Identity
71,Wed Mar 26 09:46:53 +0000 2025,oppressive malaysian authorities plan to demolish year old hindu mandir to make way for a mosque malaysian prime minister anwar ibrahim s insistence on the groundbreaking ceremony for the planned mosque is another example of rising religious intolerance and oppression in,Fear-Mongering & Conspiracy,Islamic Identity
71,Wed Mar 26 09:46:53 +0000 2025,oppressive malaysian authorities plan to demolish year old hindu mandir to make way for a mosque malaysian prime minister anwar ibrahim s insistence on the groundbreaking ceremony for the planned mosque is another example of rising religious intolerance and oppression in,Fear-Mongering & Conspiracy,Religious Beliefs
71,Wed Mar 26 09:46:53 +0000 2025,oppressive malaysian authorities plan to demolish year old hindu mandir to make way for a mosque malaysian prime minister anwar ibrahim s insistence on the groundbreaking ceremony for the planned mosque is another example of rising religious intolerance and oppression in,Fear-Mongering & Conspiracy,Race
71,Wed Mar 26 09:46:53 +0000 2025,oppressive malaysian authorities plan to demolish year old hindu mandir to make way for a mosque malaysian prime minister anwar ibrahim s insistence on the groundbreaking ceremony for the planned mosque is another example of rising religious intolerance and oppression in,Fear-Mongering & Conspiracy,National Identity
71,Wed Mar 26 09:46:53 +0000 2025,oppressive malaysian authorities plan to demolish year old hindu mandir to make way for a mosque malaysian prime minister anwar ibrahim s insistence on the groundbreaking ceremony for the planned mosque is another example of rising religious intolerance and oppression in,Fear-Mongering & Conspiracy,Politics
71,Wed Mar 26 09:46:53 +0000 2025,oppressive malaysian authorities plan to demolish year old hindu mandir to make way for a mosque malaysian prime minister anwar ibrahim s insistence on the groundbreaking ceremony for the planned mosque is another example of rising religious intolerance and oppression in,Fear-Mongering & Conspiracy,Social Issues
72,Fri Mar 21 04:45:04 +0000 2025,minorities learned the harsh lesson malaysia is only for the malays to live islam has diluted their preislamic past to arabian culture and any sense of preislamic malaysia has been lost to time when this temple is demolished theyll be targeting the batu caves the kek,Fear-Mongering & Conspiracy,Islamic Identity
72,Fri Mar 21 04:45:04 +0000 2025,minorities learned the harsh lesson malaysia is only for the malays to live islam has diluted their preislamic past to arabian culture and any sense of preislamic malaysia has been lost to time when this temple is demolished theyll be targeting the batu caves the kek,Fear-Mongering & Conspiracy,Race
72,Fri Mar 21 04:45:04 +0000 2025,minorities learned the harsh lesson malaysia is only for the malays to live islam has diluted their preislamic past to arabian culture and any sense of preislamic malaysia has been lost to time when this temple is demolished theyll be targeting the batu caves the kek,Fear-Mongering & Conspiracy,National Identity
72,Fri Mar 21 04:45:04 +0000 2025,minorities learned the harsh lesson malaysia is only for the malays to live islam has diluted their preislamic past to arabian culture and any sense of preislamic malaysia has been lost to time when this temple is demolished theyll be targeting the batu caves the kek,Fear-Mongering & Conspiracy,Politics
73,Wed Feb 05 14:02:06 +0000 2025,i can tell you saravanan speaks for  of the nonmuslim community they cannot understand why a unity govt would put up so many barriers between muslims and nonmuslims can someone explain to the nonmuslims in malaysia who are these people who wake up every morning,Cultural Resistance to Islamization,Islamic Identity
73,Wed Feb 05 14:02:06 +0000 2025,i can tell you saravanan speaks for  of the nonmuslim community they cannot understand why a unity govt would put up so many barriers between muslims and nonmuslims can someone explain to the nonmuslims in malaysia who are these people who wake up every morning,Cultural Resistance to Islamization,Race
73,Wed Feb 05 14:02:06 +0000 2025,i can tell you saravanan speaks for  of the nonmuslim community they cannot understand why a unity govt would put up so many barriers between muslims and nonmuslims can someone explain to the nonmuslims in malaysia who are these people who wake up every morning,Cultural Resistance to Islamization,National Identity
74,Fri Feb 07 03:31:11 +0000 2025,malaysia also does not need to determine what the country can or does not have a religious department with religious and islamic councils under the sultan and the ydpa  can not interfere,Cultural Resistance to Islamization,Islamic Identity
74,Fri Feb 07 03:31:11 +0000 2025,malaysia also does not need to determine what the country can or does not have a religious department with religious and islamic councils under the sultan and the ydpa  can not interfere,Cultural Resistance to Islamization,Religious Beliefs
74,Fri Feb 07 03:31:11 +0000 2025,malaysia also does not need to determine what the country can or does not have a religious department with religious and islamic councils under the sultan and the ydpa  can not interfere,Cultural Resistance to Islamization,Race
74,Fri Feb 07 03:31:11 +0000 2025,malaysia also does not need to determine what the country can or does not have a religious department with religious and islamic councils under the sultan and the ydpa  can not interfere,Cultural Resistance to Islamization,National Identity
75,Fri Mar 21 06:07:36 +0000 2025,malaysia prominent yearold hindu temple in the centre of kuala lumpur set to be moved to make way for the construction of a mosque,Fear-Mongering & Conspiracy,Islamic Identity
75,Fri Mar 21 06:07:36 +0000 2025,malaysia prominent yearold hindu temple in the centre of kuala lumpur set to be moved to make way for the construction of a mosque,Fear-Mongering & Conspiracy,Race
75,Fri Mar 21 06:07:36 +0000 2025,malaysia prominent yearold hindu temple in the centre of kuala lumpur set to be moved to make way for the construction of a mosque,Fear-Mongering & Conspiracy,National Identity
76,Thu Feb 06 07:14:19 +0000 2025,malaysians muslim or not do not need jakims madanis nor anyones permission to live our own multicultural lives the only guidelines needed are to kindly ask the government to eff off from threatening malaysian unity and go fix the economy and corruption,Cultural Resistance to Islamization,Islamic Identity
76,Thu Feb 06 07:14:19 +0000 2025,malaysians muslim or not do not need jakims madanis nor anyones permission to live our own multicultural lives the only guidelines needed are to kindly ask the government to eff off from threatening malaysian unity and go fix the economy and corruption,Cultural Resistance to Islamization,Institutions
76,Thu Feb 06 07:14:19 +0000 2025,malaysians muslim or not do not need jakims madanis nor anyones permission to live our own multicultural lives the only guidelines needed are to kindly ask the government to eff off from threatening malaysian unity and go fix the economy and corruption,Cultural Resistance to Islamization,Race
76,Thu Feb 06 07:14:19 +0000 2025,malaysians muslim or not do not need jakims madanis nor anyones permission to live our own multicultural lives the only guidelines needed are to kindly ask the government to eff off from threatening malaysian unity and go fix the economy and corruption,Cultural Resistance to Islamization,National Identity
76,Thu Feb 06 07:14:19 +0000 2025,malaysians muslim or not do not need jakims madanis nor anyones permission to live our own multicultural lives the only guidelines needed are to kindly ask the government to eff off from threatening malaysian unity and go fix the economy and corruption,Cultural Resistance to Islamization,Politics
76,Thu Feb 06 07:14:19 +0000 2025,malaysians muslim or not do not need jakims madanis nor anyones permission to live our own multicultural lives the only guidelines needed are to kindly ask the government to eff off from threatening malaysian unity and go fix the economy and corruption,Cultural Resistance to Islamization,Violence
77,Fri Mar 21 17:30:00 +0000 2025,malaysia prominent yearold hindu temple in the centre of kuala lumpur set to be moved to make way for the construction of a mosque,Fear-Mongering & Conspiracy,Islamic Identity
77,Fri Mar 21 17:30:00 +0000 2025,malaysia prominent yearold hindu temple in the centre of kuala lumpur set to be moved to make way for the construction of a mosque,Fear-Mongering & Conspiracy,Race
77,Fri Mar 21 17:30:00 +0000 2025,malaysia prominent yearold hindu temple in the centre of kuala lumpur set to be moved to make way for the construction of a mosque,Fear-Mongering & Conspiracy,National Identity
78,Wed Feb 26 08:00:57 +0000 2025,one of the reasons why the chinese ethnicity is difficult to assimilate into the local culture whatever the fck that means is that the core culture of malaysia itself is the best of the islamic identity this is different from the flexible indonesian identity,Cultural Resistance to Islamization,Islamic Identity
78,Wed Feb 26 08:00:57 +0000 2025,one of the reasons why the chinese ethnicity is difficult to assimilate into the local culture whatever the fck that means is that the core culture of malaysia itself is the best of the islamic identity this is different from the flexible indonesian identity,Cultural Resistance to Islamization,Race
78,Wed Feb 26 08:00:57 +0000 2025,one of the reasons why the chinese ethnicity is difficult to assimilate into the local culture whatever the fck that means is that the core culture of malaysia itself is the best of the islamic identity this is different from the flexible indonesian identity,Cultural Resistance to Islamization,National Identity
79,Sun Mar 09 07:47:16 +0000 2025,mr non malays does not respect hypocritical shariahs turn to catch the fast but not dare to catch a smokers thieves etc the double standard can not respect it,Cultural Resistance to Islamization,Race
80,Mon Mar 17 07:49:34 +0000 2025,muslims are forcing chinese minorities in malaysia to fast or theyll get beaten up multiple times malaysia is a halfmodernized pakistan of sea this is not new for people who arent muslims,Directly Hostile Terms,Islamic Identity
80,Mon Mar 17 07:49:34 +0000 2025,muslims are forcing chinese minorities in malaysia to fast or theyll get beaten up multiple times malaysia is a halfmodernized pakistan of sea this is not new for people who arent muslims,Directly Hostile Terms,Secularism
80,Mon Mar 17 07:49:34 +0000 2025,muslims are forcing chinese minorities in malaysia to fast or theyll get beaten up multiple times malaysia is a halfmodernized pakistan of sea this is not new for people who arent muslims,Directly Hostile Terms,Race
80,Mon Mar 17 07:49:34 +0000 2025,muslims are forcing chinese minorities in malaysia to fast or theyll get beaten up multiple times malaysia is a halfmodernized pakistan of sea this is not new for people who arent muslims,Directly Hostile Terms,National Identity
81,Mon Feb 10 08:48:38 +0000 2025,i got physically abused for refusing hijab here in malaysia was burned with candle flames as a child in a tahfiz school just so i can remotely imagine what hell feels like so no not every malay forcedmuslim here is happy bodo piang,Directly Hostile Terms,Islamic Identity
81,Mon Feb 10 08:48:38 +0000 2025,i got physically abused for refusing hijab here in malaysia was burned with candle flames as a child in a tahfiz school just so i can remotely imagine what hell feels like so no not every malay forcedmuslim here is happy bodo piang,Directly Hostile Terms,Race
81,Mon Feb 10 08:48:38 +0000 2025,i got physically abused for refusing hijab here in malaysia was burned with candle flames as a child in a tahfiz school just so i can remotely imagine what hell feels like so no not every malay forcedmuslim here is happy bodo piang,Directly Hostile Terms,National Identity
81,Mon Feb 10 08:48:38 +0000 2025,i got physically abused for refusing hijab here in malaysia was burned with candle flames as a child in a tahfiz school just so i can remotely imagine what hell feels like so no not every malay forcedmuslim here is happy bodo piang,Directly Hostile Terms,Politics
81,Mon Feb 10 08:48:38 +0000 2025,i got physically abused for refusing hijab here in malaysia was burned with candle flames as a child in a tahfiz school just so i can remotely imagine what hell feels like so no not every malay forcedmuslim here is happy bodo piang,Directly Hostile Terms,Social Issues
82,Thu Feb 20 12:21:36 +0000 2025,this might not sit well with a lot of people but the biggest threat to malaysia today is not communism or the lgbt community or the way people dress up or the refugees the biggest threat is malaysia moving towards a fascist theocracy and everything thats happened since,Fear-Mongering & Conspiracy,Secularism
82,Thu Feb 20 12:21:36 +0000 2025,this might not sit well with a lot of people but the biggest threat to malaysia today is not communism or the lgbt community or the way people dress up or the refugees the biggest threat is malaysia moving towards a fascist theocracy and everything thats happened since,Fear-Mongering & Conspiracy,Race
82,Thu Feb 20 12:21:36 +0000 2025,this might not sit well with a lot of people but the biggest threat to malaysia today is not communism or the lgbt community or the way people dress up or the refugees the biggest threat is malaysia moving towards a fascist theocracy and everything thats happened since,Fear-Mongering & Conspiracy,National Identity
82,Thu Feb 20 12:21:36 +0000 2025,this might not sit well with a lot of people but the biggest threat to malaysia today is not communism or the lgbt community or the way people dress up or the refugees the biggest threat is malaysia moving towards a fascist theocracy and everything thats happened since,Fear-Mongering & Conspiracy,Violence
83,Mon Mar 17 12:23:09 +0000 2025,case retarded uncle scolded a chinese because he was eating fast secularists oh see this danger of shariah law secularists are rarely clever,Directly Hostile Terms,Secularism
83,Mon Mar 17 12:23:09 +0000 2025,case retarded uncle scolded a chinese because he was eating fast secularists oh see this danger of shariah law secularists are rarely clever,Directly Hostile Terms,Race
84,Tue Feb 11 01:29:04 +0000 2025,being a happy muslim in malaysia means following or pretending to the status quo of a conservative fundamentalist you have no freedom to question or act differently at the risk of being branded a social pariah at best or physically hurt and legally charged at worst,Cultural Resistance to Islamization,Islamic Identity
84,Tue Feb 11 01:29:04 +0000 2025,being a happy muslim in malaysia means following or pretending to the status quo of a conservative fundamentalist you have no freedom to question or act differently at the risk of being branded a social pariah at best or physically hurt and legally charged at worst,Cultural Resistance to Islamization,Secularism
84,Tue Feb 11 01:29:04 +0000 2025,being a happy muslim in malaysia means following or pretending to the status quo of a conservative fundamentalist you have no freedom to question or act differently at the risk of being branded a social pariah at best or physically hurt and legally charged at worst,Cultural Resistance to Islamization,Religious Beliefs
84,Tue Feb 11 01:29:04 +0000 2025,being a happy muslim in malaysia means following or pretending to the status quo of a conservative fundamentalist you have no freedom to question or act differently at the risk of being branded a social pariah at best or physically hurt and legally charged at worst,Cultural Resistance to Islamization,Race
84,Tue Feb 11 01:29:04 +0000 2025,being a happy muslim in malaysia means following or pretending to the status quo of a conservative fundamentalist you have no freedom to question or act differently at the risk of being branded a social pariah at best or physically hurt and legally charged at worst,Cultural Resistance to Islamization,National Identity
84,Tue Feb 11 01:29:04 +0000 2025,being a happy muslim in malaysia means following or pretending to the status quo of a conservative fundamentalist you have no freedom to question or act differently at the risk of being branded a social pariah at best or physically hurt and legally charged at worst,Cultural Resistance to Islamization,Politics
84,Tue Feb 11 01:29:04 +0000 2025,being a happy muslim in malaysia means following or pretending to the status quo of a conservative fundamentalist you have no freedom to question or act differently at the risk of being branded a social pariah at best or physically hurt and legally charged at worst,Cultural Resistance to Islamization,Social Issues
85,Thu Mar 20 13:18:38 +0000 2025,in india hindus demolished the mosque for allegedly erecting on the site of the temple but in malaysia they appealed that temples that were illegally built on muslim lands be maintained thankfully our ancestors voluntarily left hindubuddhism and chose islam,Religious Supremacy,Islamic Identity
85,Thu Mar 20 13:18:38 +0000 2025,in india hindus demolished the mosque for allegedly erecting on the site of the temple but in malaysia they appealed that temples that were illegally built on muslim lands be maintained thankfully our ancestors voluntarily left hindubuddhism and chose islam,Religious Supremacy,Race
85,Thu Mar 20 13:18:38 +0000 2025,in india hindus demolished the mosque for allegedly erecting on the site of the temple but in malaysia they appealed that temples that were illegally built on muslim lands be maintained thankfully our ancestors voluntarily left hindubuddhism and chose islam,Religious Supremacy,National Identity
87,Fri Mar 21 06:28:21 +0000 2025,from burning bornean literature to demolishing temples to banning wayang kulit and mak yong then unbanning them but insisting they must be shariacompliant it almost sounds like malaysia is on a mission to erase culture,Cultural Resistance to Islamization,Race
87,Fri Mar 21 06:28:21 +0000 2025,from burning bornean literature to demolishing temples to banning wayang kulit and mak yong then unbanning them but insisting they must be shariacompliant it almost sounds like malaysia is on a mission to erase culture,Cultural Resistance to Islamization,National Identity
87,Fri Mar 21 06:28:21 +0000 2025,from burning bornean literature to demolishing temples to banning wayang kulit and mak yong then unbanning them but insisting they must be shariacompliant it almost sounds like malaysia is on a mission to erase culture,Cultural Resistance to Islamization,Social Issues
88,Thu Mar 20 08:55:57 +0000 2025,temple built illegally requested permanent the mosque whose land was illegally invaded to move its crazy about ambiga and this gang a,Cultural Resistance to Islamization,Islamic Identity
89,Tue Mar 25 10:41:07 +0000 2025,yup but malaysia is accepting shias teachings even krisitian pounds are devastated by malay faith shiite is not just about the creed as it is about sunni islam,Directly Hostile Terms,Islamic Identity
89,Tue Mar 25 10:41:07 +0000 2025,yup but malaysia is accepting shias teachings even krisitian pounds are devastated by malay faith shiite is not just about the creed as it is about sunni islam,Directly Hostile Terms,Religious Beliefs
89,Tue Mar 25 10:41:07 +0000 2025,yup but malaysia is accepting shias teachings even krisitian pounds are devastated by malay faith shiite is not just about the creed as it is about sunni islam,Directly Hostile Terms,Race
89,Tue Mar 25 10:41:07 +0000 2025,yup but malaysia is accepting shias teachings even krisitian pounds are devastated by malay faith shiite is not just about the creed as it is about sunni islam,Directly Hostile Terms,National Identity
90,Fri Mar 21 11:56:42 +0000 2025,desis really should stop simping for indonesia and malaysia their citizens are racist hinduphobes a lot of antiindia muck on social media originates from there while their govts cynically use symbols from their preislamic past to appear progressive and secular to tourists,Directly Hostile Terms,Islamic Identity
90,Fri Mar 21 11:56:42 +0000 2025,desis really should stop simping for indonesia and malaysia their citizens are racist hinduphobes a lot of antiindia muck on social media originates from there while their govts cynically use symbols from their preislamic past to appear progressive and secular to tourists,Directly Hostile Terms,Secularism
90,Fri Mar 21 11:56:42 +0000 2025,desis really should stop simping for indonesia and malaysia their citizens are racist hinduphobes a lot of antiindia muck on social media originates from there while their govts cynically use symbols from their preislamic past to appear progressive and secular to tourists,Directly Hostile Terms,Race
90,Fri Mar 21 11:56:42 +0000 2025,desis really should stop simping for indonesia and malaysia their citizens are racist hinduphobes a lot of antiindia muck on social media originates from there while their govts cynically use symbols from their preislamic past to appear progressive and secular to tourists,Directly Hostile Terms,National Identity
90,Fri Mar 21 11:56:42 +0000 2025,desis really should stop simping for indonesia and malaysia their citizens are racist hinduphobes a lot of antiindia muck on social media originates from there while their govts cynically use symbols from their preislamic past to appear progressive and secular to tourists,Directly Hostile Terms,Politics
90,Fri Mar 21 11:56:42 +0000 2025,desis really should stop simping for indonesia and malaysia their citizens are racist hinduphobes a lot of antiindia muck on social media originates from there while their govts cynically use symbols from their preislamic past to appear progressive and secular to tourists,Directly Hostile Terms,Social Issues
91,Sat Feb 08 00:46:25 +0000 2025,why they are so racist r they try to make malaysia like taliban do they forget that malaysia is secular country,Directly Hostile Terms,Secularism
91,Sat Feb 08 00:46:25 +0000 2025,why they are so racist r they try to make malaysia like taliban do they forget that malaysia is secular country,Directly Hostile Terms,Race
91,Sat Feb 08 00:46:25 +0000 2025,why they are so racist r they try to make malaysia like taliban do they forget that malaysia is secular country,Directly Hostile Terms,National Identity
92,Sat Feb 01 17:23:20 +0000 2025,they should all be deported to a muslim country far from this region somewhere like malaysia and the rich gulf states they should be the ones funding it longterm no way back no second chances let them start over far from the madness they were raised in,Fear-Mongering & Conspiracy,Islamic Identity
92,Sat Feb 01 17:23:20 +0000 2025,they should all be deported to a muslim country far from this region somewhere like malaysia and the rich gulf states they should be the ones funding it longterm no way back no second chances let them start over far from the madness they were raised in,Fear-Mongering & Conspiracy,Race
92,Sat Feb 01 17:23:20 +0000 2025,they should all be deported to a muslim country far from this region somewhere like malaysia and the rich gulf states they should be the ones funding it longterm no way back no second chances let them start over far from the madness they were raised in,Fear-Mongering & Conspiracy,National Identity
93,Fri Mar 07 08:33:34 +0000 2025,greetings bab anuar about the invasion of my countrys sovereignty in secular liberal islam,Directly Hostile Terms,Islamic Identity
93,Fri Mar 07 08:33:34 +0000 2025,greetings bab anuar about the invasion of my countrys sovereignty in secular liberal islam,Directly Hostile Terms,Secularism
94,Thu Mar 06 13:05:33 +0000 2025,peace  inspired by the king of the king of the malay malay malay malaysians in the sovereignty of my country in the sloppy sovereignty of my country in the formation,Cultural Resistance to Islamization,Race
94,Thu Mar 06 13:05:33 +0000 2025,peace  inspired by the king of the king of the malay malay malay malaysians in the sovereignty of my country in the sloppy sovereignty of my country in the formation,Cultural Resistance to Islamization,National Identity
95,Sat Feb 01 17:29:41 +0000 2025,with just a fraction of the billions they burn every year they could strike a deal convince malaysia or somewhere like it to take them in fund their new lives keep them far from here but no they d rather build golden towers in the desert than fix the real problem,Fear-Mongering & Conspiracy,Race
95,Sat Feb 01 17:29:41 +0000 2025,with just a fraction of the billions they burn every year they could strike a deal convince malaysia or somewhere like it to take them in fund their new lives keep them far from here but no they d rather build golden towers in the desert than fix the real problem,Fear-Mongering & Conspiracy,National Identity
96,Fri Mar 21 08:35:49 +0000 2025,malaysia is an openly muslim nation it is a crime to convert a muslim there it is a crime for a non muslim to marry a muslim there unless they convert the word secular must be removed from indias preamble,Cultural Resistance to Islamization,Islamic Identity
96,Fri Mar 21 08:35:49 +0000 2025,malaysia is an openly muslim nation it is a crime to convert a muslim there it is a crime for a non muslim to marry a muslim there unless they convert the word secular must be removed from indias preamble,Cultural Resistance to Islamization,Secularism
96,Fri Mar 21 08:35:49 +0000 2025,malaysia is an openly muslim nation it is a crime to convert a muslim there it is a crime for a non muslim to marry a muslim there unless they convert the word secular must be removed from indias preamble,Cultural Resistance to Islamization,Race
96,Fri Mar 21 08:35:49 +0000 2025,malaysia is an openly muslim nation it is a crime to convert a muslim there it is a crime for a non muslim to marry a muslim there unless they convert the word secular must be removed from indias preamble,Cultural Resistance to Islamization,National Identity
97,Sun Mar 30 05:12:27 +0000 2025,greetings to the head of islamic religious religion in the sovereignty,Cultural Resistance to Islamization,Islamic Identity
97,Sun Mar 30 05:12:27 +0000 2025,greetings to the head of islamic religious religion in the sovereignty,Cultural Resistance to Islamization,Religious Beliefs
98,Thu Apr 17 11:13:41 +0000 2025,secularism is the biggest kufr in bangladesh the biggest means of denying allahthe state religion is written in the constitution as secular even if there is a national flower and bird there cannot be a national religion,Directly Hostile Terms,Secularism
99,Tue Apr 08 09:05:53 +0000 2025,baba bageshwar dham they have smartly added a new speciality of secular along with religious and atheist but a muslim is a muslim a christian is a christian only a hindu must be a secular this selective hindu secularism is very dangerous,Religious Comparison,Islamic Identity
